day_offset,range,column,leaf_angle_alpha,leaf_angle_beta,leaf_angle_chi,leaf_angle_mean,per_cultivar_gboost,canopy_height,abserror_per_cultivar_gboost,cultivar,avg_error_per_cultivar_gboost
108,54,8,1.68329043257,1.3584666831099999,1.78674702243,0.453754320813,287.1415784836049,329.0,12.722924473068414,Big_Kahuna,36.30133405418094
110,53,4,1.9700668916,1.6847964205300001,1.64416008282,0.472597774705,292.3521509628049,337.0,13.24861989234276,Big_Kahuna,36.30133405418094
54,53,4,3.4798142741900002,1.7819563189099998,2.22940147536,0.366545454545,205.72638349610486,204.0,0.8462664196592445,Big_Kahuna,36.30133405418094
68,54,6,2.5513804133400004,1.5599303390500001,2.0186585031299997,0.414449660929,242.8517124104049,261.0,6.953366892565172,Big_Kahuna,36.30133405418094
64,54,15,4.10707182381,2.4624280514200003,1.92588976751,0.39330234775399997,232.43056745200485,245.0,5.130380631834754,Big_Kahuna,36.30133405418094
24,29,13,3.26164801858,2.03776165276,1.91104534599,0.409452614379,109.0164513256,43.0,153.52663098976745,PI144134,19.113069774009656
33,29,13,3.0235380262000002,1.9993306811200002,1.8745022633400001,0.410983812962,140.93120776070003,92.0,53.186095392065255,PI144134,19.113069774009656
34,10,15,3.3673107989499997,2.13241093746,1.9014179342099997,0.404593906043,142.23385088050003,94.0,51.312607319680886,PI144134,19.113069774009656
35,29,13,3.6204580655300003,2.21963472351,1.92622252358,0.39722915280599996,148.74706647949998,104.0,43.02602546105767,PI144134,19.113069774009656
36,29,13,4.00243882737,2.28781524498,2.0039577323599995,0.377998608684,151.35235271910003,108.0,40.14106733250002,PI144134,19.113069774009656
38,29,13,4.44245557772,2.0985918792800002,2.28377449268,0.33405877886,163.7274623572,127.0,28.919261698582687,PI144134,19.113069774009656
39,29,13,5.65837977299,2.4228881826400004,2.36280889977,0.315633833442,165.030105477,129.0,27.930314323255818,PI144134,19.113069774009656
40,29,13,6.226047984959999,2.54777394721,2.42568308156,0.29822000771699997,170.8919995161,138.0,23.834782258043468,PI144134,19.113069774009656
45,29,13,3.40765381113,1.9483977194599997,2.0479356924400003,0.382808178251,191.7342894329,170.0,12.784876137,PI144134,19.113069774009656
113,29,13,1.4468055165399998,1.2951790546700002,1.71117013433,0.47208734000200003,293.99177433720007,327.0,10.094258612477043,PI144134,19.113069774009656
116,29,13,1.47834904456,1.5417853054700001,1.4732683894499998,0.511123875517,292.03780965749996,324.0,9.86487356250001,PI144134,19.113069774009656
121,29,13,1.48359432836,1.5253366972799998,1.49359547518,0.5081981981979999,288.781201858,319.0,9.4729774739812,PI144134,19.113069774009656
56,29,13,3.37005193369,1.9547436276499999,2.00692916023,0.39619190715499997,237.97812018579998,241.0,1.253892039087145,PI144134,19.113069774009656
71,29,13,3.47947808585,2.08050578339,1.9493704675,0.400144367448,278.36005689959995,303.0,8.131994422574273,PI144134,19.113069774009656
65,29,13,2.63432694128,1.8004954959900001,1.8134209226700002,0.443984386673,266.63626882140005,285.0,6.443414448631561,PI144134,19.113069774009656
101,10,15,1.3372713701799999,1.30060066047,1.62477943964,0.489549039781,293.99177433720007,327.0,10.094258612477043,PI144134,19.113069774009656
66,10,15,4.1807100796900025,2.20326787128,2.09365743443,0.371227335115,269.241555061,289.0,6.836832158823534,PI144134,19.113069774009656
63,10,15,3.6689332499500003,1.96729867058,2.1076678638299997,0.37510295848,258.8204101026,273.0,5.193988973406586,PI144134,19.113069774009656
59,10,15,3.8408067560800014,2.05314885063,2.1068000534599998,0.371601772079,247.7479435843,256.0,3.223459537382811,PI144134,19.113069774009656
46,29,13,2.93013549504,1.79312738309,1.9940163201700003,0.39558633863799997,198.8988265918,181.0,9.888854470607736,PI144134,19.113069774009656
55,10,15,3.6742556744800003,2.02414613485,2.08025272304,0.3743473512560001,234.07019082640002,235.0,0.39566347812765007,PI144134,19.113069774009656
57,10,15,3.70016898106,1.98107106623,2.11901862996,0.370081154867,242.5373711051,248.0,2.2026729414919384,PI144134,19.113069774009656
60,10,15,2.68041833787,1.8411574351900002,1.8445143972,0.42577615275200004,248.39926514419997,257.0,3.3465894380544854,PI144134,19.113069774009656
61,29,13,3.4956503428600003,1.9718201315200001,2.03955927688,0.38976940009800004,251.00455138380002,261.0,3.829673799310337,PI144134,19.113069774009656
106,10,15,1.6319175609299998,1.4127763290600002,1.7072319213,0.469527598838,292.68913121739996,325.0,9.94180577926155,PI144134,19.113069774009656
107,10,15,1.61085133415,1.3513207291,1.7520764202,0.459893559008,293.99177433720007,327.0,10.094258612477043,PI144134,19.113069774009656
108,10,15,1.64911196939,1.42406240162,1.6940452270299995,0.469380198295,292.68913121739996,325.0,9.94180577926155,PI144134,19.113069774009656
110,10,15,1.48544447643,1.28984763121,1.74601573743,0.46532273254900003,293.3404527773,326.0,10.018266019233124,PI144134,19.113069774009656
54,10,15,4.83024320163,2.2434251042900004,2.2630063307099997,0.339803198032,235.37283394620002,237.0,0.6865679551898659,PI144134,19.113069774009656
